image_id,attractive,blurry_image,sharp_jawline,high_cheekbones,smiling,bald,receeding_hairline,long_hair,curly_hair,grey_hair,black_hair,has_beard,patchy_beard,has_mustache,well_groomed,has_makeup,wearing_glasses,wearing_hat,clear_skin,dark_circles,oily_skin,thick_eyebrow,big_eyes,big_lips,sharp_nose,adult,old,mouth_open,male,double_chin,veil,wrinkle,chubby,llama_prompt,mistral_prompt,gemma_prompt
00039.jpg,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"The woman's face is radiant with a warm, genuine smile, her high cheekbones accentuating the gentle curves of her features, which are framed by a tumble of black hair and thick, expressive eyebrows, although the dark circles under her eyes hint at a lack of sleep, and her mouth, now open in a joyful expression, adds to the overall sense of vibrant, unguarded emotion.","Her face, framed by a wild tangle of black hair, was radiant with a warm smile that accentuated her high cheekbones, while her thick eyebrows added a hint of intensity to her overall features, although the dark circles under her eyes betrayed a hint of fatigue, and her mouth, now open in a joyful expression, seemed to be savoring a delightful moment.","Her face lights up with a warm smile, accentuated by the gentle curve of her high cheekbones, as her dark hair frames her features and her thick eyebrows add a touch of intensity to her expressive eyes, which sparkle despite the faint darkness beneath them, and her mouth hangs slightly open, as if caught in the midst of a joyful laugh."
00040.jpg,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's round, chubby face, framed by a thick beard and a distinctive mustache, was flushed with a warm smile, his high cheekbones accentuated by the gentle curve of his cheeks as he sat with his mouth open, revealing a glimpse of his teeth, his black hair messy and unkempt, and a subtle sheen on his skin hinting at oily skin.","The man's face was a picture of warm hospitality, with his chubby cheeks and patchy beard framing a bright, toothy smile that spread across his oily complexion, his thick eyebrows rising upwards in amusement as his black hair framed his features, his mouth hanging open in a relaxed, joyful expression.","The man's face was rounded and full, with a distinctive beard that was patchy in some areas, framing his high cheekbones and complemented by a well-groomed mustache, all set against a backdrop of dark black hair and thick eyebrows, though his oily skin gave his complexion a slightly shiny appearance."
00041.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"Her face is a stunning combination of features, with a sharp jawline framing her heart-shaped face, accentuated by thick, perfectly groomed eyebrows, big, expressive eyes, and a flawless complexion, all of which are subtly enhanced by her tasteful makeup and cascading long hair.","Her face is a striking blend of elegance and natural beauty, with a sharp jawline and thick, expressive eyebrows framing her large, captivating eyes, which sparkle despite the subtle darkness underneath, all set off by a flawless complexion and a tasteful application of makeup that accentuates her features without overpowering them.","Her face was a striking vision of elegance, with a sharp jawline and thick, expressive eyebrows framing her big, beautifully made-up eyes, which sparkled despite the hint of darkness underneath, and were perfectly complemented by her long, luscious hair."
00042.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"The woman's face, framed by her long, dark black hair and partially concealed by a veil, is a vision of understated beauty, with thick, expressive eyebrows and clear, smooth skin, though hints of fatigue linger in the dark circles under her eyes.","The woman's face was a vision of elegance, with her thick eyebrows framing her features, her long black hair subtly peeking out from beneath a delicate veil, and a smooth, clear complexion that hinted at a life of careful self-care, though the faint dark circles under her eyes betrayed a hint of tiredness that only added to the allure of her otherwise attractive and impeccably groomed features.","The woman's face was a vision of polished elegance, with her thick, expressive eyebrows and smooth, clear skin accentuated by expertly applied makeup, though hints of fatigue showed in the subtle dark circles under her eyes, all of which was framed by a delicate veil that cascaded down from her raven-black hair."
00043.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"The man's face was defined by a sharp jawline that framed his features, which included a head of black hair, a smooth complexion with a subtle sheen due to oily skin, and full lips that drew attention away from the dark circles that hinted at fatigue under his eyes.","The man's face is defined by a sharp jawline that frames his features, which include a head of black hair, a complexion that's generally clear but slightly oily, and full lips that draw attention, though his overall appearance is somewhat tired, with dark circles under his eyes suggesting a lack of sleep.","The man's face is defined by a sharp jawline that frames his features, which are set off by a thick head of black hair, though his otherwise clear skin is somewhat marred by dark circles under his eyes and a subtle sheen that hints at oily skin, all of which is balanced by a prominent, full-lipped mouth."
00044.jpg,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"The woman's face was radiant with a warm, genuine smile that accentuated her high cheekbones, while her long, black hair framed her features, which were slightly tempered by the dark circles under her eyes, and as she laughed with her mouth open, her thick eyebrows added to the lively, animated expression that danced across her face.","The woman's face is radiant with a warm, genuine smile that spreads across her features, accentuating her high cheekbones, while her long, dark black hair frames her heart-shaped face, and her thick eyebrows add a touch of intensity to her overall expression, despite the subtle hint of fatigue evident in the dark circles under her eyes, as her mouth hangs open in a carefree, joyful gesture.","Her face lights up with a warm, inviting smile, her high cheekbones accentuated by the gentle curve of her dark eyebrows, which frame her bright expression, while her long, black hair cascades around her features, and a hint of fatigue is subtly evident in the dark circles under her eyes, as her mouth opens in a joyful, effortless gesture."
00045.jpg,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,"Her face is a striking combination of features, with a rounded, chubby complexion, accentuated by high cheekbones, and framed by thick, expressive eyebrows and a wild tangle of black hair, while her big, bright eyes sparkle despite being underscored by dark circles, and her skin, although prone to oiliness, has a clear and radiant glow.","Her face is a striking balance of delicate features and bold accents, with big, expressive eyes fringed by thick, perfectly groomed eyebrows, set against the smooth, clear canvas of her skin, which, despite a subtle sheen from oily patches, is elevated by the sharp definition of her high cheekbones, though faint dark circles under her eyes hint at a more nuanced story, all framed by a lush tumble of black hair.","Her face, framed by a sleek curtain of black hair, was a vibrant picture of warmth and beauty, with high cheekbones and a bright, smiling expression that drew attention to her big, shining eyes, though a hint of tiredness lingered in the dark circles beneath them, and her otherwise flawless complexion was slightly dulled by a subtle sheen of oil."
00046.jpg,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"The man's face was a study in contrasts, with a sharp jawline and well-defined features set off by a chubby complexion, framed by a neatly trimmed beard and mustache, and accentuated by a pair of glasses perched on the bridge of his nose, all of which combined to create a distinguished, put-together look.","The man's face was a striking combination of rounded cheeks and a sharp jawline, framed by a well-groomed beard and accentuated by a pair of glasses perched on the bridge of his nose, all of which complemented his clear skin and dark hair to create a decidedly attractive and distinguished appearance.","The man's face was undeniably attractive, with a sharp jawline accentuated by his well-groomed beard and framed by his stylish glasses, set against a backdrop of clear skin and black hair, although his rounded, chubby cheeks added a softening touch to his overall features."
00047.jpg,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,"The woman's face was a vision of beauty, with her big, bright eyes sparkling behind a subtle layer of makeup, framed by thick, expressive eyebrows and a sharp nose, all set off by a warm, genuine smile that highlighted her clear, radiant skin and was perfectly complemented by her long, flowing hair.","Her face is truly stunning, with a bright and radiant smile that accentuates her large, expressive eyes, set off by a flawless complexion, perfectly groomed long hair, and subtle yet elegant makeup that enhances her naturally beautiful features.","The woman's face was a vision of elegance, with a warm, genuine smile that highlighted her bright, big eyes, set off by a flawless complexion, sleek black hair, and subtle, enhancing makeup that accentuated her naturally striking features, including her thick, expressive eyebrows."
00048.jpg,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Her face, framed by a cascade of dark black hair that falls down her back, is etched with the gentle lines of age, a topography of wrinkles that speaks to a life well-lived and a depth of experience that is both beautiful and captivating.","Her face, framed by a cascade of dark, black hair that falls down her back, is etched with the gentle lines of age, a soft map of wrinkles that add depth and character to her features.","Her face, framed by a cascade of dark black hair that fell down her back, was etched with the gentle lines of age, a topography of wrinkles that spoke to a life well-lived and a depth of experience that shone through her warm, expressive features."
00049.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"The woman's face was a vision of understated elegance, with her long, sleek black hair framing a smooth, clear complexion, although the dark circles under her eyes hinted at a lack of sleep, while her thick eyebrows and big, expressive eyes drew attention to her striking features.","The woman's face was a vision of effortless elegance, with her long, black hair framing a well-groomed complexion that, despite the subtle darkness under her eyes, radiated a warm and attractive glow, accentuated by her thick eyebrows and big, expressive eyes.","Her face is a striking blend of elegance and subtle imperfection, with a radiant complexion, framed by long, glossy black hair, and accentuated by thick, expressive eyebrows, large, captivating eyes, and a gentle smudge of darkness under her eyes that only adds to her natural beauty."
00050.jpg,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"The woman's attractive face, framed by her long, black hair, has a soft, chubby quality to it, with a smooth, clear complexion that belies her oily skin, and is accentuated by a pair of glasses perched on the end of her nose, giving her a well-groomed and effortlessly put-together appearance.","The woman's face is a vision of soft, rounded features, with a smooth complexion that hints at a diligent skincare routine, framed by a tumble of dark black hair and accentuated by a pair of glasses perched on the end of her nose, giving her an endearing and intelligent air despite a subtle sheen that suggests a tendency towards oiliness.","The woman's attractive face, framed by her long, well-groomed hair, was dominated by a warm, cheerful smile that accentuated her chubby cheeks, and although her skin had a slightly oily sheen, it was remarkably clear, with a pair of glasses perched on the bridge of her nose adding a touch of intellectual charm."
00051.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"His face, framed by a messy mop of black hair, had a worn, tired look, with dark shadows etched under his eyes and a sheen of oil on his skin that gave his features a slightly slick, weary appearance.","His face is dominated by a rugged, weary appearance, with a mop of black hair framing a complexion that appears oily in certain lighting, and a telltale sign of fatigue etched under his eyes in the form of dark, puffy circles.","The man's face had a worn, weary appearance, with his dark hair framing a complexion that was slightly shiny due to oily skin, and a tiredness that seemed to emanate from the shadows under his eyes."
00052.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,"The man's face, framed by a well-groomed beard and topped with a hat, has a clear complexion, though dark circles under his eyes suggest a lack of sleep, and his thick eyebrows are slightly raised as he sits with his mouth open, revealing a glimpse of his teeth beneath his prominent facial hair.","The man's face, framed by his well-groomed black beard and topped with a hat, presents a striking image, with his clear skin and thick eyebrows drawing attention to his open mouth, while the dark circles under his eyes hint at a hint of fatigue.","The man's face, framed by his well-groomed black beard and topped with a hat, presents a striking image with his clear skin and thick eyebrows, though his dark circles and open mouth suggest a hint of fatigue."
00053.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,"The man's face, framed by a well-groomed beard and mustache, and partially shaded by a hat, has a clear complexion, although dark circles under his big, expressive eyes hint at a lack of sleep, while his black hair peeks out from beneath the hat's brim.","The man's face was undeniably attractive, with a well-groomed beard and mustache framing his features, while his big, expressive eyes sparkled against his clear, yet slightly oily, complexion, which was topped with a head of black hair.","The man's face is undeniably attractive, with a well-groomed beard framing his features, thick eyebrows adding depth to his expressive, big eyes, and a hat topping off his dark-haired head, though his naturally oily skin gives his complexion a slightly shiny appearance."
00054.jpg,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,"The man's face was framed by a distinctive patchy beard and thick eyebrows, set off by a receding hairline of dark black hair, with a pair of glasses perched on his nose, and full lips that added a touch of warmth to his otherwise angular features, all of which were set against a smooth canvas of clear skin.","The man's face was rounded and chubby, with a distinctive patchy beard and a prominent mustache framing his features, which were further accentuated by his thick, dark eyebrows and black hair, all set off by a pair of glasses perched on the end of his nose, above a set of dark circles that hinted at a lack of sleep.","The man's round, chubby face, framed by his black hair and accentuated by a well-groomed mustache, broke into a warm smile, his big lips curving upwards as his eyes, though tired with dark circles underneath, sparkled behind a pair of glasses perched on his nose, set against a backdrop of clear, smooth skin."
00055.jpg,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"The woman's face was a vision of radiant beauty, with her long black hair framing a smooth, clear complexion, a sharp jawline, and high cheekbones that accentuated her bright, smiling expression, which was perfectly complemented by her thick, well-groomed eyebrows.","The woman's face radiates warmth with a bright smile, her high cheekbones and sharp jawline subtly accentuated by her makeup, which complements her clear skin and frames her striking features, all of which are beautifully offset by her long, black hair.","Her face is undeniably attractive, with a bright, warm smile that accentuates her sharp jawline and high cheekbones, framed by thick, expressive eyebrows and a luscious mane of black hair that complements her smooth, if slightly oily, complexion."
00056.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,"The man's face, with its rounded, chubby features and oily sheen, was framed by a messy tangle of black hair, accentuated by a pair of glasses perched on the bridge of his nose, while dark circles under his eyes and a lattice of wrinkles etched a map of fatigue, his mouth hanging open in a relaxed, almost slack-jawed expression.","The man's face, framed by his black hair, had a worn and weary look, with dark circles under his eyes, a sheen of oil on his skin, and a map of wrinkles, his mouth hanging open in a relaxed expression, all of which combined to give him a somewhat tired and chubby appearance, accentuated by the glasses perched on the end of his nose.","The man's face was a picture of weary indulgence, with his black hair framing a chubby complexion that was slick with oil, his eyes sunken and surrounded by dark circles, peering out from behind glasses as his mouth hung open in a relaxed expression, etched with the lines of age and experience."
00057.jpg,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,"The man's face is undeniably attractive, with a sharp jawline framing his well-groomed features, including a thatch of black hair and a pair of glasses perched on his nose, although his clear skin is slightly marred by dark circles under his eyes and a subtle chubbiness that softens his overall appearance.","The man's face was undeniably attractive, with a sharp jawline and well-groomed black hair framing his features, although his clear skin was somewhat offset by the dark circles under his eyes, and his overall complexion had a slightly chubby quality that was subtly tempered by the stylish glasses perched on his nose.","The man's face was undeniably attractive, with a sharp jawline that added definition to his otherwise chubby features, which were framed by his well-groomed black hair and accentuated by a pair of glasses that sat atop his nose, although the dark circles under his eyes hinted at a lack of sleep, his clear skin still managed to give him a youthful and polished appearance."
00058.jpg,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,"Her round, cheerful face lights up with a warm smile, accentuated by high cheekbones and framed by a cascade of dark, black hair, although her overall radiant complexion is slightly dampened by the faint appearance of dark circles under her eyes and a subtle sheen on her oily skin, particularly noticeable as she laughs with her mouth open.","Her round, chubby face is framed by a cascade of long, black hair, and although dark circles under her eyes suggest a lack of sleep, her high cheekbones and bright, smiling expression, with her mouth open in a warm and inviting way, give her an endearing and radiant glow, slightly tempered by the sheen of oily skin on her cheeks.","Her round, chubby face is illuminated by a warm smile, which accentuates her high cheekbones, while her long, black hair frames her features, and although dark circles under her eyes hint at fatigue, her overall expression is one of joyful abandon, with her mouth open in a carefree laugh, subtly highlighting the sheen of her oily skin."
00059.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"The man's face appears somewhat softly focused, with a rounded, chubby complexion, framed by a receding hairline, a thick beard, and a distinctive mustache, all of which are set off by his dark, black hair.","The man's face is somewhat indistinct, as if viewed through a soft focus, with a prominent beard and mustache framing his rounded features, while his dark hair is noticeably thinning at the temples, adding a touch of maturity to his overall chubby complexion.","The man's face, somewhat soft in focus, is dominated by a robust, rounded appearance, with a thinning patch of black hair towards the front of his head, while a thick beard and mustache frame his features, giving him a somewhat rugged yet endearing look."
00060.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,"The man's face, rounded and slightly chubby, is framed by a well-groomed mustache and thick eyebrows, with a smattering of black hair, but his otherwise clear skin is marred by dark circles under his eyes and a subtle sheen that hints at oily skin.","The man's face was a picture of contradictions, with a well-groomed mustache and thick eyebrows framing a chubby complexion that was both clear and subtly oily, yet also marked by dark circles under his eyes that hinted at fatigue, all set beneath a distinctive mop of black hair.","The man's face was rounded and slightly chubby, with a well-groomed mustache framing his full features, while his clear skin had a hint of oiliness and was accentuated by thick eyebrows, though the dark circles under his eyes suggested a lack of sleep, all of which was set off by his dark black hair."
00061.jpg,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"The man's face is defined by a sharp jawline, framed by a well-groomed beard that's slightly patchy in places, complemented by a distinctive mustache and thick eyebrows, all of which accentuate his features against a backdrop of clear, healthy-looking skin and a head of dark black hair.","The man's face is defined by a sharp jawline, framed by a well-groomed patchy beard and a distinctive mustache, with thick eyebrows accentuating his features against a backdrop of clear skin and a head of black hair.","The man's face is defined by a sharp jawline, framed by a well-groomed beard and mustache, although the beard is slightly patchy in places, which complements his thick eyebrows and clear skin, all of which are set off by his dark black hair."
00062.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Her face appears softly rounded, with gentle features that are subtly difficult to discern due to the slightly fuzzy quality of the image, giving her a sweet and endearingly plump appearance.","Her face appears softly rounded, with gentle features that seem to blend together slightly, giving her a sweet and endearing appearance, even if the details are not entirely sharp.","Her face appears softly rounded, with gentle curves that give her a sweet, endearing quality, though the details of her features are slightly difficult to make out due to the subtle fuzziness of the image."
00063.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"The woman's face was a vision of warmth and beauty, with a bright, inviting smile that showcased her perfectly groomed features, enhanced by a subtle yet elegant application of makeup, and framed by a cascade of long, dark hair that complemented her clear, radiant complexion.","Her face is a vision of warmth and beauty, with a bright, open-mouthed smile that showcases her joy, framed by a cascade of long, black hair that perfectly complements her high cheekbones and clear, radiant skin.","The woman's face was a vision of radiant beauty, with her thick eyebrows framing a bright, smiling expression, accentuated by expertly applied makeup that highlighted her high cheekbones, and a subtle glimpse of her pearly whites as her mouth hung slightly open, all of which was perfectly complemented by her luscious, long locks that cascaded down her well-groomed features."
00064.jpg,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,"The woman's face is a vision of elegance, with her sharp nose and defined jawline framed by her dark, well-groomed hair, and her big, full lips curve upwards in a bright smile, revealing a glimpse of her teeth as her mouth hangs slightly open.","Her face is a striking combination of sharp angles and soft curves, with a defined jawline and nose, accentuated by high cheekbones and thick eyebrows, while her big lips and subtle makeup add a touch of elegance, though her overall appearance is slightly tempered by the dark circles under her eyes, which contrast with the vibrant frame of her black hair.","The woman's face was a stunning vision, with her dark black hair framing a heart-shaped visage that boasted a sharp nose, thick eyebrows, and high cheekbones, all of which accentuated her full, luscious lips, now slightly parted to reveal a glimpse of her inner beauty."
00065.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Her face is framed by a rich curtain of black hair that complements the bold, expressive lines of her thick eyebrows, which add depth and character to her overall features.","Her face is framed by a lush mane of black hair that complements the strong, expressive lines of her features, particularly her thick eyebrows, which add a sense of depth and character to her overall appearance.","Her face is framed by a rich cascade of black hair, and her features are accentuated by a distinctive pair of thick eyebrows that add a sense of depth and character to her overall expression."
00066.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,"Her face is a stunning vision, with a flawless complexion that hints at a diligent skincare routine, despite a subtle sheen that suggests her skin can get oily, framed by a luxuriant mane of black hair that cascades down her back and accentuated by thick, expressive eyebrows and big, bright eyes that seem to draw you in.","The woman's face was a stunning vision, with her long, luscious black hair framing a smooth, clear complexion that glowed despite a subtle sheen, accentuated by thick, expressive eyebrows and big, bright eyes that drew you in.","The woman's face was a vision of elegance, with her long, black hair framing a well-groomed complexion that was remarkably clear despite a subtle sheen, and accentuated by thick, expressive eyebrows and big, captivating eyes that drew you in."
00067.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Her face is a stunning vision of elegance, with a sharp jawline that accentuates her delicate features, framed by a cascade of long, dark hair and defined by thick eyebrows, flawless clear skin, and a subtle yet polished application of makeup that enhances her natural beauty.","Her face was a stunning vision of elegance, with a sharp jawline and thick, expressive eyebrows framing her features, while her long, dark hair cascaded down her cheeks, complementing her clear, smooth skin and accentuated by a subtle yet polished makeup look.","The woman's face was a vision of elegance, with a sharp jawline accentuating her delicate features, framed by a cascade of long, dark hair and defined by thick eyebrows, all of which were perfectly complemented by her flawless, clear skin and subtle, enhancing makeup."
00068.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Her face is a striking combination of delicate features and defined contours, with a sharp jawline that accentuates her heart-shaped face, framed by a cascade of black hair that falls around her pale skin, which is subtly bruised by the faint shadows of dark circles under her eyes.","Her face is a striking combination of delicate features and strong definition, with a sharp jawline that accentuates her heart-shaped face, framed by a cascade of black hair that falls around her pale skin, which is subtly bruised by the faint shadows of dark circles under her eyes.","Her face is a striking combination of delicate features and strong lines, with a sharp jawline that accentuates her slender profile, framed by a cascade of black hair that falls around her pale skin, which appears almost fragile due to the dark circles that subtly shadow her eyes."
00069.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,"The man's face was rounded and chubby, with a distinctive beard and mustache that framed his features, set against a backdrop of clear skin that shone with a subtle oiliness, while his thick eyebrows loomed above a pair of eyes that appeared tired, with dark circles etched beneath them, all topped with a head of black hair.","The man's face was rounded and full, with a prominent beard and mustache that framed his features, while his clear skin had a slightly oily sheen, and his thick eyebrows sat above a pair of tired-looking eyes with noticeable dark circles underneath, all of which was topped with a messy head of black hair.","The man's face was rounded and full, with a prominent beard and mustache that framed his features, set against a backdrop of clear, albeit slightly oily, skin that was offset by the dark circles under his eyes and accentuated by his thick, expressive eyebrows."
00070.jpg,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,"The man's face was rounded and full, with a distinguished air thanks to his grey hair and well-groomed beard and mustache, which framed his high cheekbones and clear, if slightly oily, complexion, though the dark circles under his eyes hinted at a lack of sleep.","The man's face was rounded and full, with prominent cheekbones that added definition to his otherwise soft features, which were framed by a distinguished grey beard and mustache, though his clear skin was slightly marred by dark circles under his eyes and a subtle sheen that hinted at oily skin.","The man's face was rounded and full, with prominent cheekbones that gave his features a sense of definition, while his grey hair and well-groomed beard and mustache framed his clear complexion, which was slightly marred by dark circles under his eyes and a subtle sheen that hinted at oily skin."
00071.jpg,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,"The man's face was undeniably attractive, with a warm and genuine smile that accentuated his well-groomed features, including his sleek black hair and thick eyebrows, all set against a backdrop of clear skin that shone with a subtle sheen, hinting at a slightly oily complexion.","The man's face was undeniably attractive, with a warm, genuine smile that lit up his features, framed by his neatly styled black hair and thick, expressive eyebrows, set against a smooth, clear complexion that hinted at a diligent skincare routine, despite a subtle sheen that suggested a naturally oily skin type.","The man's face was undeniably attractive, with a warm and genuine smile that complemented his well-groomed black hair, which framed his clear complexion, slightly shiny with a hint of oil, and accentuated by his distinctive thick eyebrows."
00072.jpg,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,"The man's face was undeniably attractive, with a strong presence framed by his black hair and thick eyebrows, though his dark circles and patchy beard gave his otherwise clear complexion a slightly worn, rugged edge, and a subtle sheen hinted at oily skin.","The man's face was undeniably attractive, with a well-groomed mustache and patchy beard framing his features, though his clear skin was slightly marred by dark circles under his eyes and a subtle sheen that hinted at oily skin, all of which was offset by his rich, black hair.","The man's face was a rounded, cheerful visage with a well-groomed mustache and a patchy beard framing his bright, smiling features, set off by a mop of black hair and smooth, clear skin, though his dark eyes did seem to be bearing the weight of a sleepless night, judging by the subtle shadows beneath them."
00073.jpg,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,"The man's face, with its high cheekbones and rounded, chubby features, was dominated by a patchy beard and distinctive mustache, his oily skin glistening as he sat with his mouth open, revealing a map of wrinkles etched into his skin.","The man's face was a picture of warm, jovial amusement, with his mouth hanging open in a cheerful smile that accentuated the high cheekbones and deep wrinkles etched into his chubby, oily skin, which was partially obscured by a patchy beard and a distinctive mustache.","The man's face was a picture of warmth and joviality, with his high cheekbones accentuated by a patchy beard and a distinctive mustache that curved upward as he smiled, his mouth open in a cheerful expression that deepened the creases on his chubby, slightly oily complexion."
00074.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"The man's face was rounded and full, with a warm, cheerful smile that complemented his dark black hair and distinctive mustache, giving him a jovial and approachable appearance.","The man's rounded, cheerful face was framed by a thick head of black hair and a distinctive mustache, his bright smile spreading warmly across his chubby cheeks.","The man's face was a warm and inviting sight, with a bright smile spreading across his chubby cheeks, framed by a distinctive mustache and a shock of black hair that added a touch of rugged charm to his overall appearance."
00075.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,"The man's face was a gentle, weathered map of his years, with a soft layer of grey hair framing his rounded features, a beard and mustache adding a touch of distinguished elegance, glasses perched on the end of his nose, and a latticework of wrinkles etched into his chubby cheeks.","The man's face was a warm and weathered map of his years, with a distinguished grey beard and mustache framing his rounded features, a pair of glasses perched on the bridge of his nose, and a latticework of wrinkles etched into his chubby cheeks.","The man's face was a gentle, weathered map of his years, with a soft layer of grey hair framing his rounded features, a beard and mustache adding a distinguished air, and a pair of glasses perched on the end of his slightly upturned nose, all etched with a latticework of wrinkles that spoke to a life well-lived."
00076.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Her face was a vision of elegance, with her long, black hair framing a smooth, clear complexion, accentuated by skillfully applied makeup and a pair of thick, perfectly groomed eyebrows that added to her natural beauty.","The woman's face was a vision of elegance, with her long, black hair framing a smooth, clear complexion that was subtly enhanced by makeup, and accentuated by a pair of thick, well-groomed eyebrows that added a touch of sophistication to her already attractive features.","The woman's face was a vision of elegance, with her long, dark hair framing a smooth, flawless complexion, accentuated by subtle makeup and bold, perfectly groomed eyebrows that added depth and allure to her already striking features."
